link_key,speed_ref_sd,tt_cv,tt_avg,road_closures,tt_sd,median_age,speed_avg,speed_hist_sd,median_inc,bus_stops,inrix_id,intersections,speed_cv,speed_hist_avg,speed_max,speed_ref_avg,tt_var,speed_sd,incidents,date,hour
"(771, 767, '0')",0.000,0.114,0.115,0.000,0.010,46.000,21.903,0.359,24.821,1,400423437.000,3,0.114,21.437,24.855,26.098,0.000,2.453,0,2020-10-06,16
"(767, 771, '0')",0.000,0.068,0.105,0.000,0.010,46.000,25.010,0.000,24.821,1,399693489.000,3,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
"(772, 771, '0')",0.000,0.114,0.265,0.000,0.031,46.000,21.903,0.359,24.821,0,170567528.000,4,0.114,21.437,24.855,26.098,0.001,2.453,0,2020-10-06,16
"(767, 766, '0')",0.000,0.114,0.250,0.000,0.029,46.000,21.903,0.359,24.821,0,168574849.000,0,0.114,21.437,24.855,26.098,0.001,2.453,0,2020-10-06,16
"(1224, 766, '0')",0.000,0.068,0.218,0.000,0.013,46.000,25.010,0.000,24.821,0,169896858.000,0,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
"(768, 761, '0')",0.000,0.068,0.245,0.000,0.019,28.700,25.010,0.000,39.191,1,168944447.000,2,0.068,22.991,26.719,26.719,0.000,1.553,0,2020-10-06,16
"(1224, 761, '0')",0.000,0.058,0.240,0.000,0.012,28.700,25.010,0.932,39.191,0,171102700.000,0,0.058,23.767,26.719,26.719,0.000,1.378,0,2020-10-06,16
"(769, 1214, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,0,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(769, 1211, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(1213, 1211, '0')",0.000,0.000,0.000,0.000,0.000,28.700,0.000,0.000,39.191,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(770, 783, '0')",0.000,0.058,0.750,0.000,0.036,28.700,29.204,1.644,39.191,0,429471884.000,1,0.058,23.301,31.069,24.855,0.001,1.342,0,2020-10-06,16
"(374, 783, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(770, 773, '0')",0.000,0.092,0.755,0.000,0.064,28.700,19.263,0.879,39.191,2,449891956.000,2,0.092,19.884,21.748,27.962,0.004,1.829,0,2020-10-06,16
"(770, 1221, '0')",0.000,0.134,1.477,0.000,0.205,28.700,16.311,1.190,39.191,3,449891953.000,1,0.134,18.330,19.884,25.476,0.042,2.453,0,2020-10-06,16
"(771, 772, '0')",0.000,0.064,0.258,0.000,0.015,46.000,22.991,0.621,24.821,0,170007246.000,4,0.064,20.816,24.233,24.233,0.000,1.342,0,2020-10-06,16
"(773, 772, '0')",0.000,0.092,0.755,0.000,0.064,46.000,19.263,0.879,24.821,1,449891956.000,2,0.092,19.884,21.748,27.962,0.004,1.829,0,2020-10-06,16
"(789, 772, '0')",0.000,0.114,0.030,0.000,0.000,46.000,21.903,0.359,24.821,0,170327065.000,1,0.114,21.437,24.855,26.098,0.000,2.453,0,2020-10-06,16
"(794, 772, '0')",0.000,0.154,0.815,0.000,0.109,46.000,17.398,0.621,24.821,0,449891952.000,1,0.154,15.845,20.505,26.098,0.012,2.433,0,2020-10-06,16
"(772, 774, '0')",0.000,0.064,0.030,0.000,0.000,28.700,23.301,1.435,39.191,1,429471901.000,3,0.064,22.991,24.855,26.719,0.000,1.479,0,2020-10-06,16
"(772, 789, '0')",0.000,0.066,0.030,0.000,0.000,46.000,21.127,0.621,24.821,0,168904572.000,1,0.066,18.952,21.748,21.748,0.000,1.243,0,2020-10-06,16
"(376, 789, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(772, 793, '0')",0.000,0.092,0.382,0.000,0.039,46.000,19.263,0.879,24.821,0,449891957.000,2,0.092,19.884,21.748,27.962,0.001,1.829,0,2020-10-06,16
"(783, 1329, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(789, 1346, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(790, 792, '0')",0.000,0.154,0.425,0.000,0.056,46.000,17.398,0.621,24.821,0,449891951.000,1,0.154,15.845,20.505,26.098,0.003,2.433,0,2020-10-06,16
"(790, 799, '0')",0.000,0.184,0.065,0.000,0.010,46.000,11.806,1.015,24.821,0,168623048.000,1,0.184,9.942,14.292,11.806,0.000,1.829,0,2020-10-06,16
"(383, 799, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(790, 795, '0')",0.000,0.071,0.693,0.000,0.053,46.000,21.437,0.782,24.821,1,449891958.000,3,0.071,20.971,22.369,27.340,0.003,1.479,0,2020-10-06,16
"(790, 798, '0')",0.000,0.070,0.350,0.000,0.023,46.000,10.563,0.621,24.821,0,169835274.000,1,0.070,10.253,11.185,11.185,0.001,0.717,0,2020-10-06,16
"(382, 798, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(791, 790, '0')",0.000,0.082,0.730,0.000,0.047,46.000,19.884,0.359,24.821,0,449891950.000,1,0.082,16.466,21.748,25.476,0.002,1.342,0,2020-10-06,16
"(793, 790, '0')",0.000,0.092,0.382,0.000,0.039,46.000,19.263,0.879,24.821,0,449891957.000,1,0.092,19.884,21.748,27.962,0.001,1.829,0,2020-10-06,16
"(798, 790, '0')",0.000,0.184,0.323,0.000,0.041,46.000,11.806,1.015,24.821,0,169530290.000,1,0.184,9.942,14.292,11.806,0.002,1.829,0,2020-10-06,16
"(799, 790, '0')",0.000,0.070,0.070,0.000,0.000,46.000,10.563,0.621,24.821,0,169481064.000,1,0.070,10.253,11.185,11.185,0.000,0.717,0,2020-10-06,16
"(792, 1200, '0')",0.000,0.154,0.425,0.000,0.056,46.000,17.398,0.621,24.821,0,449891951.000,1,0.154,15.845,20.505,26.098,0.003,2.433,0,2020-10-06,16
"(1201, 1200, '0')",0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,24.821,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(795, 129, '0')",0.000,0.137,0.290,0.000,0.027,46.000,15.068,0.311,24.821,0,169069191.000,1,0.137,11.340,16.777,14.913,0.001,1.553,0,2020-10-06,16
"(809, 129, '0')",0.000,0.019,1.312,0.000,0.015,46.000,22.214,0.879,24.821,1,449891944.000,1,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(814, 129, '0')",0.000,0.074,0.948,0.000,0.052,46.000,31.224,0.879,24.821,0,449891934.000,2,0.074,26.719,34.175,37.282,0.003,1.989,0,2020-10-06,16
"(817, 129, '0')",0.000,0.076,0.380,0.000,0.024,46.000,32.467,0.621,24.821,0,170692961.000,2,0.076,27.030,34.797,32.933,0.001,2.053,0,2020-10-06,16
"(798, 1349, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(799, 1348, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(800, 791, '0')",0.000,0.082,0.730,0.000,0.047,46.000,19.884,0.359,24.821,1,449891950.000,2,0.082,16.466,21.748,25.476,0.002,1.342,0,2020-10-06,16
"(384, 802, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(993, 802, '0')",0.000,0.141,0.655,0.000,0.111,46.000,19.107,3.605,24.821,0,168550822.000,0,0.141,20.195,21.127,21.127,0.012,2.842,0,2020-10-06,16
"(802, 1361, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(805, 1205, '0')",0.000,0.049,0.462,0.000,0.022,30.500,20.505,0.000,56.987,0,441679122.000,0,0.049,18.020,21.748,26.098,0.000,0.879,0,2020-10-06,16
"(806, 1375, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(808, 838, '0')",0.000,0.115,0.230,0.000,0.024,66.000,22.680,0.000,34.923,0,399878670.000,1,0.115,21.748,24.855,24.855,0.001,2.511,0,2020-10-06,16
"(837, 838, '0')",0.000,0.021,0.073,0.000,0.005,66.000,25.476,1.829,34.923,0,400229144.000,1,0.021,24.233,26.098,26.719,0.000,0.507,0,2020-10-06,16
"(808, 1261, '0')",0.000,0.042,1.328,0.000,0.043,29.000,22.369,0.621,36.974,0,449891946.000,1,0.042,20.816,23.612,27.962,0.002,0.879,0,2020-10-06,16
"(808, 1238, '0')",0.000,0.019,1.312,0.000,0.015,29.000,22.214,0.879,36.974,1,449891944.000,1,0.019,16.777,22.369,24.855,0.000,0.311,0,2020-10-06,16
"(812, 846, '0')",0.000,0.042,1.328,0.000,0.043,29.000,22.369,0.621,36.974,0,449891946.000,0,0.042,20.816,23.612,27.962,0.002,0.879,0,2020-10-06,16
"(813, 815, '0')",0.000,0.076,0.912,0.000,0.057,66.000,32.467,0.621,34.923,0,449891947.000,1,0.076,27.030,34.797,32.933,0.003,2.053,0,2020-10-06,16
"(816, 815, '0')",0.000,0.074,0.948,0.000,0.052,66.000,31.224,0.879,34.923,0,449891934.000,1,0.074,26.719,34.175,37.282,0.003,1.989,0,2020-10-06,16
"(814, 813, '0')",0.000,0.076,0.912,0.000,0.057,66.000,32.467,0.621,34.923,0,449891947.000,1,0.076,27.030,34.797,32.933,0.003,2.053,0,2020-10-06,16
"(815, 813, '0')",0.000,0.074,0.948,0.000,0.052,66.000,31.224,0.879,34.923,0,449891934.000,1,0.074,26.719,34.175,37.282,0.003,1.989,0,2020-10-06,16
"(816, 1385, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(818, 1243, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(819, 1280, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(820, 1218, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(821, 721, '0')",0.000,0.028,0.820,0.000,0.024,34.400,30.137,0.717,66.653,0,449888862.000,0,0.028,28.583,31.069,37.282,0.001,0.802,0,2020-10-06,16
"(822, 316, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(823, 1386, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(824, 834, '0')",0.000,0.115,0.165,0.000,0.017,50.900,22.680,0.000,61.250,0,168867260.000,1,0.115,21.748,24.855,24.855,0.000,2.511,0,2020-10-06,16
"(833, 834, '0')",0.000,0.021,0.555,0.000,0.010,29.000,25.476,1.829,36.974,0,1626699101.000,0,0.021,24.233,26.098,26.719,0.000,0.507,0,2020-10-06,16
"(824, 1248, '0')",0.000,0.078,0.550,0.000,0.036,50.900,27.185,0.621,61.250,0,441679112.000,1,0.078,23.923,29.204,29.204,0.001,1.855,0,2020-10-06,16
"(1247, 1248, '0')",0.000,0.087,0.583,0.000,0.047,34.200,25.632,0.621,67.240,0,441679110.000,0,0.087,22.059,27.340,26.719,0.002,1.924,0,2020-10-06,16
"(567, 1248, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(824, 832, '0')",0.000,0.021,0.145,0.000,0.010,50.900,25.476,1.829,61.250,0,170530447.000,1,0.021,24.233,26.098,26.719,0.000,0.507,0,2020-10-06,16
"(418, 832, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(824, 1256, '0')",0.000,0.087,0.602,0.000,0.047,50.900,25.632,0.621,61.250,1,441679113.000,1,0.087,22.059,27.340,26.719,0.002,1.924,0,2020-10-06,16
"(825, 824, '0')",0.000,0.078,0.565,0.000,0.042,50.900,27.185,0.621,61.250,1,441679114.000,1,0.078,23.923,29.204,29.204,0.002,1.855,0,2020-10-06,16
"(829, 824, '0')",0.000,0.087,0.583,0.000,0.047,50.900,25.632,0.621,61.250,0,441679110.000,1,0.087,22.059,27.340,26.719,0.002,1.924,0,2020-10-06,16
"(832, 824, '0')",0.000,0.115,0.165,0.000,0.017,50.900,22.680,0.000,61.250,0,168867260.000,1,0.115,21.748,24.855,24.855,0.000,2.511,0,2020-10-06,16
"(834, 824, '0')",0.000,0.021,0.145,0.000,0.010,50.900,25.476,1.829,61.250,0,170530447.000,1,0.021,24.233,26.098,26.719,0.000,0.507,0,2020-10-06,16
"(828, 826, '0')",0.000,0.087,0.330,0.000,0.029,50.900,25.632,0.621,61.250,0,441679115.000,0,0.087,22.059,27.340,26.719,0.001,1.924,0,2020-10-06,16
"(832, 1484, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(834, 833, '0')",0.000,0.115,0.632,0.000,0.067,29.000,22.680,0.000,36.974,0,1626699081.000,0,0.115,21.748,24.855,24.855,0.004,2.511,0,2020-10-06,16
"(1241, 833, '0')",0.000,0.021,0.555,0.000,0.010,29.000,25.476,1.829,36.974,0,1626699101.000,2,0.021,24.233,26.098,26.719,0.000,0.507,0,2020-10-06,16
"(420, 837, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(838, 837, '0')",0.000,0.115,0.085,0.000,0.010,66.000,22.680,0.000,34.923,0,399878671.000,1,0.115,21.748,24.855,24.855,0.000,2.511,0,2020-10-06,16
"(837, 1399, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(840, 853, '0')",0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,36.974,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,1,2020-10-06,16
"(443, 853, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(840, 854, '0')",0.000,0.139,0.345,0.000,0.045,26.700,22.369,0.879,30.907,0,449892031.000,0,0.139,19.263,26.098,24.855,0.002,2.685,1,2020-10-06,16
"(852, 854, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(841, 881, '0')",0.000,0.082,0.265,0.000,0.024,33.800,26.874,0.000,54.944,0,399879034.000,1,0.082,24.233,29.826,26.719,0.001,1.989,1,2020-10-06,16
"(880, 881, '0')",0.000,0.054,0.280,0.000,0.014,33.800,25.942,0.621,54.944,0,400228747.000,0,0.054,23.923,27.340,24.855,0.000,1.281,0,2020-10-06,16
"(841, 1288, '0')",0.000,0.036,0.690,0.000,0.024,26.700,21.748,0.000,30.907,0,449891939.000,0,0.036,19.884,22.369,29.204,0.001,0.717,0,2020-10-06,16
"(841, 1279, '0')",0.000,0.120,0.770,0.000,0.085,26.700,19.573,1.293,30.907,1,449891916.000,0,0.120,19.573,22.991,26.719,0.007,2.352,0,2020-10-06,16
"(842, 1276, '0')",0.000,0.036,0.698,0.000,0.026,26.700,21.748,0.000,30.907,0,449891938.000,0,0.036,19.884,22.369,29.204,0.001,0.717,0,2020-10-06,16
"(581, 1276, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(842, 867, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(869, 867, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(842, 843, '0')",0.000,0.029,0.670,0.000,0.014,26.700,21.593,0.932,30.907,1,449891917.000,0,0.029,20.661,22.369,26.719,0.000,0.595,0,2020-10-06,16
"(844, 842, '0')",0.000,0.036,0.670,0.000,0.024,26.700,21.748,0.000,30.907,0,449891937.000,0,0.036,19.884,22.369,29.204,0.001,0.717,0,2020-10-06,16
"(867, 842, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(870, 842, '0')",0.000,0.120,0.770,0.000,0.085,26.700,19.573,1.293,30.907,0,449891916.000,0,0.120,19.573,22.991,26.719,0.007,2.352,0,2020-10-06,16
"(845, 1492, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(847, 1495, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(848, 882, '0')",0.000,0.273,0.700,0.000,0.157,34.100,27.806,0.000,46.667,0,1626702523.000,1,0.273,21.748,33.554,26.719,0.025,5.946,0,2020-10-06,16
"(1281, 882, '0')",0.000,0.054,0.725,0.000,0.041,26.700,25.942,0.621,30.907,0,1626702542.000,3,0.054,23.923,27.340,24.855,0.002,1.281,3,2020-10-06,16
"(848, 1297, '0')",0.000,0.148,0.285,0.000,0.031,34.100,26.719,0.000,46.667,0,441679097.000,1,0.148,21.748,30.447,26.719,0.001,3.209,0,2020-10-06,16
"(848, 890, '0')",0.000,0.070,0.260,0.000,0.020,34.100,28.738,0.359,46.667,0,400032601.000,0,0.070,29.515,31.690,31.690,0.000,2.053,0,2020-10-06,16
"(889, 890, '0')",0.000,0.273,0.205,0.000,0.041,34.100,27.806,0.000,46.667,0,169499523.000,3,0.273,21.748,33.554,26.719,0.002,5.946,0,2020-10-06,16
"(848, 1268, '0')",0.000,0.087,0.135,0.000,0.010,34.100,25.632,0.621,46.667,1,449879267.000,1,0.087,22.059,27.340,26.719,0.000,1.924,0,2020-10-06,16
"(849, 848, '0')",0.000,0.148,0.145,0.000,0.019,34.100,26.719,0.000,46.667,1,449892018.000,1,0.148,21.748,30.447,26.719,0.000,3.209,0,2020-10-06,16
"(882, 848, '0')",0.000,0.054,0.725,0.000,0.041,34.100,25.942,0.621,46.667,0,1626702542.000,1,0.054,23.923,27.340,24.855,0.002,1.281,0,2020-10-06,16
"(890, 848, '0')",0.000,0.273,0.278,0.000,0.061,34.100,27.806,0.000,46.667,0,400073226.000,0,0.273,21.748,33.554,26.719,0.004,5.946,0,2020-10-06,16
"(891, 848, '0')",0.000,0.158,0.340,0.000,0.045,34.100,22.214,0.311,46.667,0,441679096.000,0,0.158,21.593,26.719,26.098,0.002,3.418,0,2020-10-06,16
"(442, 852, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(854, 852, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(852, 1494, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(853, 1493, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(855, 1220, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(856, 858, '0')",0.000,0.078,0.550,0.000,0.036,34.200,27.185,0.621,67.240,1,441679112.000,0,0.078,23.923,29.204,29.204,0.001,1.855,0,2020-10-06,16
"(857, 858, '0')",0.000,0.087,0.363,0.000,0.030,34.200,25.632,0.621,67.240,0,441679108.000,0,0.087,22.059,27.340,26.719,0.001,1.924,0,2020-10-06,16
"(861, 858, '0')",0.000,0.087,0.363,0.000,0.030,29.000,25.632,0.621,36.974,0,441679108.000,1,0.087,22.059,27.340,26.719,0.001,1.924,0,2020-10-06,16
"(863, 858, '0')",0.000,0.000,0.000,0.000,0.000,34.200,0.000,0.000,67.240,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(858, 861, '0')",0.000,0.027,0.255,0.000,0.010,29.000,27.030,0.000,36.974,0,441679109.000,1,0.027,22.991,27.340,28.583,0.000,0.621,0,2020-10-06,16
"(450, 861, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(858, 1253, '0')",0.000,0.027,0.255,0.000,0.010,34.200,27.030,0.000,67.240,0,441679109.000,1,0.027,22.991,27.340,28.583,0.000,0.621,0,2020-10-06,16
"(571, 1253, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(858, 863, '0')",0.000,0.000,0.000,0.000,0.000,34.200,0.000,0.000,67.240,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(862, 863, '0')",0.000,0.000,0.000,0.000,0.000,34.200,0.000,0.000,67.240,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(858, 1247, '0')",0.000,0.087,0.583,0.000,0.047,34.200,25.632,0.621,67.240,1,441679110.000,0,0.087,22.059,27.340,26.719,0.002,1.924,0,2020-10-06,16
"(453, 862, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(863, 862, '0')",0.000,0.000,0.000,0.000,0.000,34.200,0.000,0.000,67.240,0,,2,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(861, 1488, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(862, 1489, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(454, 889, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(890, 889, '0')",0.000,0.070,0.188,0.000,0.015,34.100,28.738,0.359,46.667,0,170269355.000,3,0.070,29.515,31.690,31.690,0.000,2.053,0,2020-10-06,16
"(455, 869, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(867, 869, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(869, 1497, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(456, 892, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(880, 892, '0')",0.000,0.063,0.135,0.000,0.010,33.800,26.874,0.000,54.944,0,399879035.000,2,0.063,24.855,28.583,26.719,0.000,1.553,0,2020-10-06,16
"(462, 875, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(877, 875, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(874, 886, '0')",0.000,0.053,0.695,0.000,0.026,33.800,20.971,0.621,54.944,0,449891914.000,1,0.053,20.195,22.369,26.098,0.001,1.061,0,2020-10-06,16
"(887, 886, '0')",0.000,0.000,0.000,0.000,0.000,33.800,0.000,0.000,54.944,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(874, 1299, '0')",0.000,0.058,0.560,0.000,0.034,26.700,26.253,0.782,30.907,0,449891940.000,1,0.058,21.903,27.962,29.826,0.001,1.281,0,2020-10-06,16
"(612, 1299, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(874, 876, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,1,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(877, 876, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(874, 1286, '0')",0.000,0.082,0.742,0.000,0.056,26.700,20.195,0.782,30.907,0,449891915.000,1,0.082,20.039,22.369,26.719,0.003,1.644,0,2020-10-06,16
"(608, 1286, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(875, 877, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(876, 877, '0')",0.000,0.000,0.000,0.000,0.000,26.700,0.000,0.000,30.907,0,,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(875, 1508, '0')",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0,2020-10-06,16
"(881, 880, '0')",0.000,0.082,0.265,0.000,0.024,33.800,26.874,0.000,54.944,0,399879034.000,0,0.082,24.233,29.826,26.719,0.001,1.989,0,2020-10-06,16
